tree_id,path,context,story_block_1,previous_action,story_block_2
apoc_seed4,0000200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You pull out your gun and ask the man what he is doing there.  You notice his bag, and tell him to empty it.",Knock the man unconscious.,You tie the man up to a chair and wait for him to awaken.  You ask him questions about supplies and other information that may be valuable.
apoc_seed4,0000201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You pull out your gun and ask the man what he is doing there.  You notice his bag, and tell him to empty it.",Browse through the stuff the man pulled out of the bag.,"You find nothing of particular value, just the essentials to survive in this wasteland. You notice the man seems almost afraid."
apoc_seed4,0000210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You burst through the front door of the house, knowing the man won't take kindly to you stealing the few things he had left.",Look behind  yourself to see if he's chasing you.,"You check behind you, but no one is there.  You are able to slow down."
apoc_seed4,0000211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You burst through the front door of the house, knowing the man won't take kindly to you stealing the few things he had left.",Run as fast as you can towards the nearest suitable hiding place.,You come across another home some distance away.  You hope you can stay for at least awhile as from the looks of it no one else has been here.
apoc_seed4,0000300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,As I round the corner there is a man standing there. I can only assume it is Paolo.,Ask Paolo to join you in your quest for survival.,Paolo asks what his reward will be.
apoc_seed4,0000301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,As I round the corner there is a man standing there. I can only assume it is Paolo.,"Hit Paolo in the head with the broom, knocking him unconscious, then leave a note thanking him for the gift.",As you leave the feeling of guilt hits you like a bullet. It also passes as quickly as it came along. Fuck Paolo.
apoc_seed4,0000310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Seeing signs of another person gives you hope someone may be out there, even if it is just a sign they were there in the past.  You call out for Paolo, and listen in anticipation.",Check another building.,"There are no signs of Paolo, or anyone else in the building."
apoc_seed4,0000311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Seeing signs of another person gives you hope someone may be out there, even if it is just a sign they were there in the past.  You call out for Paolo, and listen in anticipation.",Give up as Paolo probably died a long time ago.,"You start to get despondent, but quickly realize that you need to continue."
apoc_seed4,0001000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You come across a girl lying on the ground. You walk over to her.,Check if she is sleeping.,As you approach you see she is indeed sleeping.
apoc_seed4,0001001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You come across a girl lying on the ground. You walk over to her.,"Yell out ""Hey get up!""",You stand over the girl and pour water on her.
apoc_seed4,0001010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"It's a large flashlight, if it had batteries it would probably light up a whole room.",use the flashlight to look for other supplies,You search the other rooms using your flashlight.  You come across some bottles of water and put them in your bag.
apoc_seed4,0001011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"It's a large flashlight, if it had batteries it would probably light up a whole room.",use the flashlight to make signals to find other people,"You blink the flashlight off and on.  Eventually, someone calls out to you.  ""Who's there?"" you ask."
apoc_seed4,0001100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You find some batteries and put them into the flashlight and switch in on.,Search for shelter for the night.,"You notice a pile of rubble with some large boards, a coutch and a fallen tree. You are able to move some of the debris and create a crevis inside the wrekage. This looks like it could be a safe place for you to sleep tonight."
apoc_seed4,0001101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You find some batteries and put them into the flashlight and switch in on.,Use flashlight to look around for anything you might have missed due to darkness.,You find an old doll with one missing eye.
apoc_seed4,0001110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,It is dark in here so you switch the flashlight on and scan your surroundings looking for a good spot to lie down and sleep.,Go to a corner and sleep on the floor.,"You try sleeping, but the floor is too hard.  You look around to see if there is a better place to sleep."
apoc_seed4,0001111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,It is dark in here so you switch the flashlight on and scan your surroundings looking for a good spot to lie down and sleep.,Look for something comfortable to lay on.,"You don't find anything right away, so you lie down in the corner."
apoc_seed4,0001200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,with things in the backpack is getting prepared for the unusual situations,Search for any signs of other survivors.,You see footprints leading off to the west.
apoc_seed4,0001201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,with things in the backpack is getting prepared for the unusual situations,Look for a vehicle that still has fuel.,"You find a collection of rusted vehicles, none of which look too promising."
apoc_seed4,0001210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,needs rest because things can complicate,Get back on the road.,"A pack of wild crows decends upson you tearing at your flesh. They are hungry, ravenous for blood."
apoc_seed4,0001211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,needs rest because things can complicate,Try and get some sleep.,will become energertic
apoc_seed4,0001300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"While you are looking for more batteries, a voice behind you says ""Looking for something?""",Raise your hands slowly.,"The voice tells you to lower your hands.  ""I'm friendly. . It's alright,"" he says."
apoc_seed4,0001301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"While you are looking for more batteries, a voice behind you says ""Looking for something?""",Turn around in shock.,"You see a pretty, though terrified, woman with her gun drawn and pointed at you."
apoc_seed4,0001310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You store the batteries in your bag next to the still useless flashlight.  Maybe someone will need them and have the size you're looking for.,Look for further useful things.,You dig around in the area and find a map and a canteen.  You put these in your bag.
apoc_seed4,0001311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You store the batteries in your bag next to the still useless flashlight.  Maybe someone will need them and have the size you're looking for.,Make an inventory of what you have in the bag.,"After collecting inventory, you make your way back outside."
apoc_seed4,0002000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You spy a flash of red beneath a collapsed wall. It is a precious can of Coca-Cola. It is worth a good bit in trade, but you guzzle it down nonetheless.",Continue to search through the rubble of the collapsed wall.,You find a plethora of boxes of macaroni and cheese. It's the kind of macaroni and cheese that you only need to add water to.
apoc_seed4,0002001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You spy a flash of red beneath a collapsed wall. It is a precious can of Coca-Cola. It is worth a good bit in trade, but you guzzle it down nonetheless.",Put the empty can in your backpack.,You intend on using the empty can for scrap metal later on.
apoc_seed4,0002010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,No one answers from the darkness.,there are potions everywhere that are not marked,"You open the largest bottle to see what is inside, sniffing cautiously."
apoc_seed4,0002011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,No one answers from the darkness.,there is a response from far away,"You shout again, hoping to hear more."
apoc_seed4,0002012,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,No one answers from the darkness.,Set the meat outside as bait.,You here someone Call out to you
apoc_seed4,0002013,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,No one answers from the darkness.,Scream out in agony and defeat.,You pass out.  The pain is too much to bear.
apoc_seed4,0002100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,When you awaken the sun is bright. It is morning.,Head for the forest and find something to forage.,While hunting for berries and fruit you stumble upon a pond.  You decide to make a fishing rod.
apoc_seed4,0002101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,When you awaken the sun is bright. It is morning.,Head towards the decaying city to scavenge for the last scraps of food and supplies.,You discover some canned goods below some rubble.
apoc_seed4,0002110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is no one to be found. You take a few deep breaths and try to calm yourself.,"Yell out as loud as you can ""Anybody out there??""",You don't hear anyone right away.
apoc_seed4,0002111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is no one to be found. You take a few deep breaths and try to calm yourself.,Come to terms with your loneliness.,"You realize that if you are to live on your own, you need to find a way to survive and gather the necessities of life."
apoc_seed4,0002200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The rotten meat sets off another wave of nausea, but you keep it down this time. The apocalypse has done wonders for fortifying your guts.",Walk out of the room.,You leave the room and head outside.  There is a cool breeze and it feels much better there.
apoc_seed4,0002201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The rotten meat sets off another wave of nausea, but you keep it down this time. The apocalypse has done wonders for fortifying your guts.",Burp loudly.,You begin to vomit uncontrollably
apoc_seed4,0002210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You wait until the nausea subsides and for your hunger to return before prying open your can of peas to eat them as you continue to look for supplies.,Throw up because you hate peas.,You wipe the vomit away from your mouth and begin to feel dizzy.
apoc_seed4,0002211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You wait until the nausea subsides and for your hunger to return before prying open your can of peas to eat them as you continue to look for supplies.,Use the can to store your powerstones you find.,"You find gauze and bandages in a medicine cabinet along with some acetaminophen. It's expired, but you put it in your pack anyways."
apoc_seed4,0002300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You quickly rush to the other side of the store to see if anything else remained.  You see a box of crackers under a shelf, and eat them, now hungrier than ever, despite the nausea.",Check the store storage room to see if there are any items.,"You feel a little stronger and walk over to the storage room to search for essentials, including medicine."
apoc_seed4,0002301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You quickly rush to the other side of the store to see if anything else remained.  You see a box of crackers under a shelf, and eat them, now hungrier than ever, despite the nausea.",Walk to the next store and search it.,"You look over all the shelves at the next store.  You manage to find a ton of food there.  You laugh, knowing that you found the jackpot."
apoc_seed4,0002310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"When you wake up, your stomach still hurts, but you feel more energetic.",Lick the food off of the ground.,"After eating, you feel nauseous."
apoc_seed4,0002311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"When you wake up, your stomach still hurts, but you feel more energetic.",Use the can as a hat.,"The can makes a poor hat, but you re-use it to collect some berries growing along the side of the road."
apoc_seed4,0003000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You figure animals might have stronger stomachs, and with your bow and arrow in hand, you leave the meat near the edge of the woods, and hide behind the nearest shed.",a friendly dog comes to sniff the meat and becomes a companion,You realize that there is a apple tree right there.
apoc_seed4,0003001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You figure animals might have stronger stomachs, and with your bow and arrow in hand, you leave the meat near the edge of the woods, and hide behind the nearest shed.",a mean and growling dog  sniffs at the meat,You back away from the dog.  He might need the meat more than you do.
apoc_seed4,0003002,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You figure animals might have stronger stomachs, and with your bow and arrow in hand, you leave the meat near the edge of the woods, and hide behind the nearest shed.","Fire at the first animal that comes, no matter what.",You hear a rustle.  You shoot at the shadowy figure.  A person yells out.  What have you done?
apoc_seed4,0003003,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You figure animals might have stronger stomachs, and with your bow and arrow in hand, you leave the meat near the edge of the woods, and hide behind the nearest shed.",Take a nap while you wait.,You are awoken by the sounds of broken twigs close by.
apoc_seed4,0003010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You find a can of peaches in a abandoned building. You open it.,Eat one slice of peach to see if it's still good.,You wait 10 minutes. You feel fine. You eat the rest of the peaches like they are candy from heaven.
apoc_seed4,0003011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You find a can of peaches in a abandoned building. You open it.,Smell the peaches.,The peaches smell okay.  You look around for a utinsil to eat them with.
apoc_seed4,0003100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Inside a partially collapsed building, you find furniture, lots of it. It must have been a furniture store. To think, people paid good money for this stuff. Now money no longer matters, and all this fancy furniture is good for is burning.","Note the location of the furniture store in your notebook, it's a good place to sleep.","You continue down the abandoned street, looking for signs of life."
apoc_seed4,0003101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Inside a partially collapsed building, you find furniture, lots of it. It must have been a furniture store. To think, people paid good money for this stuff. Now money no longer matters, and all this fancy furniture is good for is burning.",Find dining chairs to break into firewood.,The chairs break easily and you find yourself highly ammused for the first time in days smashing the chairs into pieces.
apoc_seed4,0003110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,as a result of not finding any other food i done it and it was prepared nice,Try to cook the meat over a fire.,You cook the meat thouroughly and enjoy your meal.
apoc_seed4,0003111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,as a result of not finding any other food i done it and it was prepared nice,Smell the meat to see how bad it is.,"The meat smells sulfur, like rotten eggs."
apoc_seed4,0003200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,The scent of the meat attracts insects and they swarm around your head.,decide to cook it and light a fire,The fire is lit.  You put the meat on a twig and cook it over the fire.  You take a bite and spit it out.  It's horrible.
apoc_seed4,0003201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,The scent of the meat attracts insects and they swarm around your head.,throw it down disgusted.,"You abandon the meat, it isn't worth the risk."
apoc_seed4,0003210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You store the meat away and venture to the nearest trader. You exchange part of the meat for the new universal currency, 5.56 rounds, of which you receive 10. That's 10 more than you had for your battered AR rifle.",Ask the trader what they have for sale.,The trader shows you what they have.  You look over the items.
apoc_seed4,0003211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You store the meat away and venture to the nearest trader. You exchange part of the meat for the new universal currency, 5.56 rounds, of which you receive 10. That's 10 more than you had for your battered AR rifle.",Try to start a business deal with the trader where you provide goods in exchange for food.,Trader wants to see more food before agreeing to trade.
apoc_seed4,0003300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You dare to open the fridge, but only encounter a horrible smell.  You close the door and continue the search.",try to move the fridge,It's too heavy.  You begin to look around for a dolly to move it with.
apoc_seed4,0003301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You dare to open the fridge, but only encounter a horrible smell.  You close the door and continue the search.",The fridge door pops open and rotten food falls out.,You can hear the quick approach of wild animals who have been drawn by the smell of rotting food.
apoc_seed4,0003310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You know you should ration, but the peas were so delicious, you decide to have another can.  With enough food in your bag, now, you head outside to enjoy some sun as you continue your lunch.  Luckily, these peas look as appetizing as the last can.",Look for water.,Take a moment to reflect upon life.
apoc_seed4,0003311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You know you should ration, but the peas were so delicious, you decide to have another can.  With enough food in your bag, now, you head outside to enjoy some sun as you continue your lunch.  Luckily, these peas look as appetizing as the last can.",Take some time to enjoy the moment.,It's a nice day.  Too bad you have work to do.
apoc_seed1,0000000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,Blood is pouring from your mouth and the pain is unbearable.,Press your tongue into the abscess to stop the bleeding.,A foul odor rushing into your nostrils and the pain becomes even worse.
apoc_seed1,0000001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,Blood is pouring from your mouth and the pain is unbearable.,Look for cloth or paper towel to stuff the gaping wound with.,"You find a cloth on the floor. It looks like a used bandage, and is crusted with dried blood."
apoc_seed1,0000010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,Passes out from the pain. Falls to the floor,Check your things for alcohol or antiseptic.,You find a bottle of alcohol in your bag.  You take a swig from the bottle.
apoc_seed1,0000011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,Passes out from the pain. Falls to the floor,Search the area for medical supplies.,You find a bottle of Tylenol and struggle to open it.
apoc_seed1,0000100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"There is no more food around, but there's two bottles of beer.",Drink one beer.,"You drink the beer, but it tastes funny.  You hope you don't get sick later."
apoc_seed1,0000101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"There is no more food around, but there's two bottles of beer.",Put the beer in your bag and walk towards the next store.,"You grab the beer, leaving the building and heading toward the next store. You are hungry."
apoc_seed1,0000110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"It wasn't enought, you are food poisoned.",take more medicine,The medicine does little to improve your upset stomach.
apoc_seed1,0000111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"It wasn't enought, you are food poisoned.",ride  out the food poisoning,I try to drink some milk.
apoc_seed1,0000200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You find a dirty puddle. You know it is likely contaminated but you are so thirsty you bend down and lap it up.,It tastes horrible and within a half hour your stomach begins having awful pains.,You feel nauseous and begin to vomit loudly.
apoc_seed1,0000201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You find a dirty puddle. You know it is likely contaminated but you are so thirsty you bend down and lap it up.,You change your mind and make yourself throw up the water. You gather the dirty water in a container and search for a way to boil or purify it.,"You see something that looks like a lighter sticking out of a fanny pack caught on a tree, but it looks like you'll need help to get it down."
apoc_seed1,0000202,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You find a dirty puddle. You know it is likely contaminated but you are so thirsty you bend down and lap it up.,Get on your feet and keep walking.,"You walk on.  Hopefully, you can come across more water and food."
apoc_seed1,0000203,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You find a dirty puddle. You know it is likely contaminated but you are so thirsty you bend down and lap it up.,"Consider the new lows you're hitting, lapping from a dirty puddle.",You decide it would be better to boil the water before drinking.  You fill a container and proceed to start a fire.
apoc_seed1,0000210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You find some rotten vegetables, and nothing more.","Throw the rotten vegetables against the wall, in anger.","Slime from the rotten vegetables bounces back, and some gets in your mouth."
apoc_seed1,0000211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You find some rotten vegetables, and nothing more.",Exit the room.,Locate new room.
apoc_seed1,0000300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You fall down on the ground. You close your eyes.,"Wake up and forage for mushroom and berries, and hope that they're not toxic.",You eat one of the berries and immediately feel a wave of nausea.
apoc_seed1,0000301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You fall down on the ground. You close your eyes.,Wake up and construct a trap for catching any rodents or animals that come through.,"The trap manages to catch a large rat.  You grimace looking at it, but it is meat."
apoc_seed1,0000310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,The silence from the darkness is deafening.,Start crying.,You hear a noise.  This causes you to stop crying.  You are scared.
apoc_seed1,0000311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,The silence from the darkness is deafening.,Sit down and consider the options.,You sit and think about what to do.  You wish there were someone to talk to.
apoc_seed1,0001000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"finally found water, should take some water next time",Look for a container to hold water.,You find a canteen on the shelf.  You reach up and take it.
apoc_seed1,0001001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"finally found water, should take some water next time",Pee in the creek.,It feels good to pee.  You let it all out and take off again.
apoc_seed1,0001010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,Swimming in the creek feels amazing. It is the first time in days that you don't feel like you are on fire.,Create a fishing pole with nearby materials and catch some lunch.,You search for other people in the river.
apoc_seed1,0001011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,Swimming in the creek feels amazing. It is the first time in days that you don't feel like you are on fire.,Wash clothes and supplies in the fresh water.,You notice small specks in the water darting from left to right. The small specks you realize are actually biting insect that have created a rash on your legs and forearms.
apoc_seed1,0001100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The entire supermarket is ransacked, scavenged by wild dogs and other creatures.",Go back outside.,"Feeling disappointed by the carnage inside the ruined market your head hangs low with dispair. Then you think to yourself, ""I must keep searching."""
apoc_seed1,0001101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The entire supermarket is ransacked, scavenged by wild dogs and other creatures.",Look for locked doors.,You check each door.  Most of them are locked.
apoc_seed1,0001110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"As you head towards the building you check for others with the same idea.  At this point, competition might become violent, but your quick, thirst-distracted search shows no one.",Enter the supermarket through the main entrance.,The supermarket is very dark.  You take out a flashlight to see inside.
apoc_seed1,0001111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"As you head towards the building you check for others with the same idea.  At this point, competition might become violent, but your quick, thirst-distracted search shows no one.",Go to the back of the supermarket.,"You notice some unopened bottles of water, and begin to head towards them"
apoc_seed1,0001200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The water has a nasty oily flavor to it, but helps to assauge your thirst. But you need more water, and soon.",Pour some water from the bucket into your water bottle.,"You try to pour the water into your bottle, but it spills out.  Now you need water more than ever."
